42540577535056978968579302767573598208,42540577535366463978400647836298379263,10886,University of Maryland
42540577535366463978400647836298379264,42540577535675948988221992905023160319,11537,Internet2
42540577535675948988221992905023160320,42540577535985433998043337973747941375,2153,CENIC
42540577535985433998043337973747941376,42540577536294919007864683042472722431,11164,Internet2
42540577536294919007864683042472722432,42540577536916306879146602438271696895,11537,Internet2
42540577536916306879146602438271696896,42540577536917515804966217067446403071,20130,Depaul University
42540577536917515804966217067446403072,42540577538770799086435443592270970879,11537,Internet2
42540577538770799086435443592270970880,42540577539080284096256788660995751935,10466,MAGPI c/o University of Pennsylvania
42540577539080284096256788660995751936,42540577539389769106078133729720532991,11537,Internet2
42540577539389769106078133729720532992,42540577539699254115899478798445314047,4557,Rice University
42540577539699254115899478798445314048,42540577540945656635922161477567381503,11537,Internet2
42540577540945656635922161477567381504,42540577540946865561741776106742087679,14031,"Association for Computing Machinery, Inc."
42540577540946865561741776106742087680,42540577540963790523216380915187974143,11537,Internet2
42540577540963790523216380915187974144,42540577540964999449035995544362680319,396961,Internet2
42540577540964999449035995544362680320,42540577540966208374855610173537386495,11164,Internet2
42540577540966208374855610173537386496,42540577540975879781412527206935035903,11537,Internet2
42540577540975879781412527206935035904,42540577540978297633051756465284448255,62775,Internet2
42540577540978297633051756465284448256,42540577543103589223934274554417905663,11537,Internet2
42540577543103589223934274554417905664,42540577543104798149753889183592611839,396955,Internet2
42540577543104798149753889183592611840,42540577543122932037048108621213204479,11537,Internet2
42540577543122932037048108621213204480,42540577543124140962867723250387910655,396955,Internet2
42540577543124140962867723250387910656,42540577543142274850161942688008503295,11537,Internet2
42540577543142274850161942688008503296,42540577543143483775981557317183209471,237,Merit Network Inc.
42540577543143483775981557317183209472,42540577543161617663275776754803802111,11537,Internet2
42540577543161617663275776754803802112,42540577543162826589095391383978508287,396955,Internet2
42540577543162826589095391383978508288,42540577543180960476389610821599100927,11537,Internet2
42540577543180960476389610821599100928,42540577543182169402209225450773807103,396955,Internet2
42540577543182169402209225450773807104,42540577543375597533347566118726795263,11537,Internet2
42540577543375597533347566118726795264,42540577543376806459167180747901501439,237,Merit Network Inc.
42540577543376806459167180747901501440,42540577543729812798494652466915704831,11537,Internet2
42540577543729812798494652466915704832,42540577543734648501773110983614529535,396961,Internet2
42540577543734648501773110983614529536,42540577543741902056690798758662766591,11537,Internet2
42540577543741902056690798758662766592,42540577543743110982510413387837472767,396961,Internet2
42540577543743110982510413387837472768,42540577605311285123844247997273604095,11537,Internet2
42540577605311285123844247997273604096,42540577605312494049663862626448310271,11164,Internet2
42540577605312494049663862626448310272,42540577605619561207845978436823678975,11537,Internet2
42540577605619561207845978436823678976,42540577605620770133665593065998385151,11164,Internet2
42540577605620770133665593065998385152,42540577605927837291847708876373753855,11537,Internet2
42540577605927837291847708876373753856,42540577605929046217667323505548460031,11164,Internet2
42540577605929046217667323505548460032,42540577610571321364987499536420175871,11537,Internet2
42540578165168458964837862691227828224,42540578165179339297214394353800183807,6939,Hurricane Electric LLC
42540578165179339297214394353800183808,42540578165180548223034008982974889983,62537,Sauce Labs Inc
42540578165180548223034008982974889984,42540578165185383926312467499673714687,6939,Hurricane Electric LLC
42540578165185383926312467499673714688,42540578165186592852132082128848420863,4531,"Nexsys Electronics, Inc."
42540578165186592852132082128848420864,42540578165195055332869384533071364095,6939,Hurricane Electric LLC
42540578165195055332869384533071364096,42540578165196264258688999162246070271,32397,"OCHIN, INC"
42540578165196264258688999162246070272,42540578165204726739426301566469013503,6939,Hurricane Electric LLC
42540578165204726739426301566469013504,42540578165205935665245916195643719679,17085,SATELLITE TRACKING OF PEOPLE
42540578165205935665245916195643719680,42540578165207144591065530824818425855,18779,EGIHosting
42540578165207144591065530824818425856,42540578165208353516885145453993132031,6939,Hurricane Electric LLC
42540578165208353516885145453993132032,42540578165209562442704760083167838207,18779,EGIHosting
42540578165209562442704760083167838208,42540578165210771368524374712342544383,57,University of Minnesota
42540578165210771368524374712342544384,42540578165219233849261677116565487615,6939,Hurricane Electric LLC
42540578165219233849261677116565487616,42540578165220442775081291745740193791,19661,"Susquehanna International Group, LLP"
42540578165220442775081291745740193792,42540578165221651700900906374914899967,12266,"StoreRunner, Inc."
42540578165221651700900906374914899968,42540578165222860626720521004089606143,400146,"DIAMOND STATE NETWORKS, LLC"
42540578165222860626720521004089606144,42540578165224069552540135633264312319,15517,Netstream Holding AG
42540578165224069552540135633264312320,42540578165225278478359750262439018495,18865,Intuix LLC
42540578165225278478359750262439018496,42540578165226487404179364891613724671,394330,LTD Broadband LLC
42540578165227696329998979520788430848,42540578165228905255818594149963137023,14726,Chisholm Broadband LLC
42540578165228905255818594149963137024,42540578165230114181638208779137843199,19969,"Joe's Datacenter, LLC"
42540578165230114181638208779137843200,42540578165231323107457823408312549375,394034,Brooklyn Fiber
42540578165231323107457823408312549376,42540578165232532033277438037487255551,36124,BizVox Communications Inc
42540578165236158810736281925011374080,42540578165237367736555896554186080255,4455,IX Reach Ltd
42540578165238576662375511183360786432,42540578165239785588195125812535492607,32552,"Helmsco, Inc."
42540578165239785588195125812535492608,42540578165240994514014740441710198783,398266,ZipLink Systems LLC
42540578165244621291473584329234317312,42540578165245830217293198958409023487,46886,Tekify Broadband
42540578165247039143112813587583729664,42540578165248248068932428216758435839,22115,Youmaker Corporation
42540578165249456994752042845933142016,42540578165250665920571657475107848191,400790,Chia Network Inc.
42540578165253083772210886733457260544,42540578165254292698030501362631966719,54839,Intelliracks Managed Hosting
42540578165255501623850115991806672896,42540578165256710549669730620981379071,399606,"Imaging Bay, Inc."
42540578165256710549669730620981379072,42540578165257919475489345250156085247,20205,"Amplex Electric, Inc."
42540578165257919475489345250156085248,42540578165259128401308959879330791423,6379,"A-Link Network Services, Inc."
42540578165259128401308959879330791424,42540578165261546252948189137680203775,6939,Hurricane Electric LLC
42540578165261546252948189137680203776,42540578165262755178767803766854909951,30162,"Ethoplex, LLC"
42540578165262755178767803766854909952,42540578165263964104587418396029616127,12214,RapidDSL & Wireless
42540578165263964104587418396029616128,42540578165265173030407033025204322303,6939,Hurricane Electric LLC
42540578165265173030407033025204322304,42540578165266381956226647654379028479,36791,Portland Internet Hosting LLC
42540578165266381956226647654379028480,42540578165267590882046262283553734655,213373,IP Connect Inc
42540578165267590882046262283553734656,42540578165268799807865876912728440831,54288,"SolidTools Technology, Inc."
42540578165268799807865876912728440832,42540578165270008733685491541903147007,11476,"PRIME CARE TECHNOLOGIES, INC."
42540578165270008733685491541903147008,42540578165271217659505106171077853183,63368,Packet Layer
42540578165271217659505106171077853184,42540578165272426585324720800252559359,393238,"ImOn Communications, LLC"
42540578165272426585324720800252559360,42540578165273635511144335429427265535,7175,AS7175
42540578165273635511144335429427265536,42540578165274844436963950058601971711,401418,Red Team LTD
42540578165274844436963950058601971712,42540578165276053362783564687776677887,393350,Teltrust Corp.
42540578165276053362783564687776677888,42540578165277262288603179316951384063,53813,"ZSCALER, INC."
42540578165278471214422793946126090240,42540578165279680140242408575300796415,1001,Academy City Internet LLC
42540578165280889066062023204475502592,42540578165282097991881637833650208767,399082,Mosier WiNet LLC
42540578165283306917701252462824914944,42540578165285724769340481721174327295,50763,MCKAYCOM LTD
42540578165285724769340481721174327296,42540578165286933695160096350349033471,399078,9STONE LLC
42540578165286933695160096350349033472,42540578165288142620979710979523739647,63959,HONG KONG SYSCLOUD TECHNOLOGY LIMITED
